Time,Battery Temperature,Core Temperature,Charge,Remaining Time,Brightness,Free Memory,Total Memory,Chrome Memory
1505747280.0,67.3333333333,43.4204493352,39.0,6.25521267723,57.6172,0.778134422722,81.1988342343,0.00544229178916
1505747341.0,60.6060606061,40.1192113709,39.0,6.67222685571,56.4453,1.27419511721,81.9412042182,0.00264469760445
1505747400.0,58.2424242424,34.250343879,39.0,7.0892410342,56.4453,0.651687579029,81.7692986728,0.0
1505747460.0,63.0909090909,42.6868408987,38.0,7.17264386989,55.3711,0.466880653633,81.4840355516,0.000264469760445
1505747520.0,63.0909090909,45.5524988537,37.0,6.67222685571,55.3711,0.0778134422722,81.97398492,0.002380227844
1505747580.0,58.2424242424,43.6955524989,37.0,6.42201834862,55.4688,0.136173523976,82.5126573299,0.00052893952089
1505747641.0,58.7878787879,50.7106831729,36.0,6.00500417014,55.4688,2.13986966248,82.5716996598,0.00290916736489
1505747700.0,69.1515151515,71.3434204493,35.0,5.58798999166,55.4688,0.0486334014201,74.8886893,0.00052893952089
1505747760.0,73.3939393939,86.542870243,34.0,5.25437864887,55.4688,0.019453360568,75.3616767379,0.00317363712534
1505747820.0,71.5151515152,81.3846859239,32.0,4.92076730609,55.4688,0.223713646532,75.5725730946,0.00290916736489
1505747880.0,76.4242424242,88.1247134342,31.0,2.66889074229,55.4688,0.0680867619881,76.0425636188,0.00052893952089
1505747940.0,85.5151515152,88.1247134342,30.0,2.4186822352,55.4688,0.0875401225562,76.1939850971,0.00052893952089
1505748000.0,87.3333333333,87.3911049977,29.0,2.16847372811,55.4688,0.0486334014201,76.1468377398,0.00052893952089
1505748060.0,83.6363636364,79.8028427327,28.0,1.91826522102,55.4688,0.0583600817041,69.8537165321,0.000264469760445
1505748120.0,84.303030303,58.3218707015,29.0,2.16847372811,55.4688,1.50763544402,69.1840449148,0.0
1505748180.0,78.2424242424,43.8331040807,29.0,2.3352793995,55.4688,1.7021690497,69.6142104485,0.0
1505748240.0,74.5454545455,32.9436038514,29.0,2.50208507089,55.4688,0.457153973349,69.5211824773,0.0
1505748301.0,59.3939393939,28.9316827144,29.0,2.75229357798,55.4688,0.865674545278,69.6773619494,0.0
1505748360.0,61.8181818182,35.0985786337,29.0,5.00417014178,55.4688,2.22740978504,68.0610975356,0.0
1505748421.0,54.5454545455,32.9436038514,28.0,5.33778148457,55.4688,0.865674545278,69.0565369656,0.000264469760445
1505748480.0,52.1818181818,31.2242090784,28.0,5.67139282736,55.4688,0.106993483124,70.0549733172,0.002380227844
1505748540.0,52.1818181818,31.9578175149,27.0,5.42118432027,55.4688,1.47845540317,69.1583085175,0.002380227844
1505748600.0,55.7575757576,25.7909215956,27.0,5.75479566305,55.4688,1.00184806925,69.5818004991,0.002380227844
1505748660.0,46.6666666667,25.6533700138,27.0,6.17180984153,55.4688,0.515514055053,69.8274548962,0.000264469760445
1505748720.0,51.5151515152,24.5071068317,26.0,6.50542118432,55.4688,2.33440326816,67.7775645925,0.0
1505748780.0,50.303030303,21.2058688675,26.0,7.0058381985,55.4688,2.33440326816,67.6731668794,0.00476045568801
1505748840.0,50.9696969697,27.3727647868,26.0,6.50542118432,55.4688,3.89067211361,65.4864380271,0.0
1505748900.0,55.7575757576,43.558000917,25.0,6.00500417014,55.4688,0.0680867619881,66.954957593,0.002380227844
1505748960.0,62.4242424242,54.1494727189,24.0,5.67139282736,55.4688,0.748954381869,68.4091722914,0.0
1505749020.0,67.3333333333,49.426868409,23.0,5.25437864887,55.4688,0.671140939597,70.1919354578,0.00264469760445
1505749080.0,67.8787878788,48.280605227,23.0,5.00417014178,55.4688,0.0972668028402,72.0341734868,0.00052893952089
1505749140.0,68.4848484848,45.4149472719,23.0,2.66889074229,55.4688,5.37885419706,66.4164705554,0.0
1505749200.0,69.1515151515,41.7010545621,22.0,2.58548790659,55.4688,7.85915766949,64.111348087,0.00052893952089
1505749260.0,67.8787878788,42.6868408987,22.0,2.83569641368,55.4688,5.719288007,65.4699704411,0.0
1505749320.0,60.0606060606,37.9642365887,22.0,5.08757297748,55.4688,3.91012547418,66.0331434147,0.002380227844
1505749381.0,58.7878787879,40.8298945438,21.0,2.75229357798,55.4688,0.0291800408521,70.5958084615,9.60185668516
1505749440.0,58.2424242424,40.3943145346,21.0,4.92076730609,55.4688,1.4006419609,68.7058669426,4.69054579286
1505749500.0,63.0909090909,36.1072902338,21.0,5.25437864887,55.4688,2.92773076549,66.6036387473,3.68170936228
1505749560.0,63.0909090909,48.0055020633,20.0,4.92076730609,55.4688,4.17274584184,66.4226188688,8.87055750721
1505749621.0,67.8787878788,56.441999083,19.0,2.66889074229,55.4688,0.213986966248,71.2964687986,15.2679828693
1505749680.0,68.4848484848,43.8331040807,19.0,2.4186822352,55.4688,1.74107577084,70.4887536853,14.3476869888
1505749741.0,59.3939393939,36.2448418157,19.0,2.66889074229,55.4688,0.573874136757,70.6668384461,13.526039362
1505749800.0,63.0909090909,40.5547913801,19.0,2.83569641368,55.4688,1.30337515806,69.3768670836,12.6427051967
1505749860.0,62.4242424242,40.6923429619,18.0,2.58548790659,55.4688,2.73319715981,69.8649317957,11.7502044682
1505749920.0,61.2727272727,34.3878954608,18.0,2.3352793995,55.4688,1.22556171579,70.5123273639,11.7235209157
1505749980.0,52.1818181818,32.2329206786,18.0,2.50208507089,55.4688,12.8197646143,64.6848094392,11.7247130958
1505750040.0,52.7272727273,29.6652911508,17.0,2.75229357798,55.4688,21.8266705573,55.5461940533,10.7553962988
